92834	D206982X; (DHL)206982	E/ESCWA/SD/89/8	http://digitallibrary.un.org/record/92834/files/E_ESCWA_SD_89_8-AR.pdf
92918	D207225X; (DHL)207225	E/ESCWA/ID/89/2	http://digitallibrary.un.org/record/92918/files/E_ESCWA_ID_89_2-EN.pdf
97359	D213291X; (DHL)213291	E/ESCWA/STAT/89/27	http://digitallibrary.un.org/record/97359/files/E-ECWA-S-7-NO-12-1978-1987-E.pdf; http://digitallibrary.un.org/record/97359/files/E_ESCWA_STAT_89_27-AR.pdf
97361	D213293X; (DHL)213293	E/ESCWA/STAT/89/28	
97443	D213376X; (DHL)213376	E/ESCWA/STAT/89/24	
106479	D226505X; (DHL)226505	E/ESCWA/DPD/89/10	http://digitallibrary.un.org/record/106479/files/E_ESCWA_DPD_89_10-EN.pdf
106565	D226591X; (DHL)226591	E/ESCWA/STAT/87/28	
106603	D226629X; (DHL)226629	***	
106605	D226631X; (DHL)226631	***	
113358	D236304X; (DHL)236304	E/ESCWA/AGR/85/WG.17/3	http://digitallibrary.un.org/record/113358/files/E_ESCWA_AGR_85_WG.17_3-EN.pdf
113366	D236312X; (DHL)236312	E/ESCWA/TCT/85/9	http://digitallibrary.un.org/record/113366/files/E_ESCWA_TCT_85_9-EN.pdf
119106	D243448X; (DHL)243448	E/1986/35; E/ESCWA/13/17	http://digitallibrary.un.org/record/119106/files/E_1986_35_E_ESCWA_13_17-AR.pdf; http://digitallibrary.un.org/record/119106/files/E_1986_35_E_ESCWA_13_17-EN.pdf; http://digitallibrary.un.org/record/119106/files/E_1986_35_E_ESCWA_13_17-FR.pdf
119107	D243449X; (DHL)243449	E/ESCWA/RES/142(XIII)	
119108	D243450X; (DHL)243450	E/ESCWA/RES/143(XIII)	
119109	D243451X; (DHL)243451	E/ESCWA/RES/144(XIII)	
119110	D243452X; (DHL)243452	E/ESCWA/RES/145(XIII)	
119111	D243453X; (DHL)243453	E/ESCWA/RES/146(XIII)	
119112	D243454X; (DHL)243454	E/ESCWA/RES/147(XIII)	
119113	D243455X; (DHL)243455	E/ESCWA/RES/148(XIII)	
119114	D243456X; (DHL)243456	E/ESCWA/RES/149(XIII)	
119115	D243457X; (DHL)243457	E/ESCWA/RES/150(XIII)	
119116	D243458X; (DHL)243458	E/ESCWA/RES/151(XIII)	
119117	D243459X; (DHL)243459	E/ESCWA/RES/152(XIII)	
119118	D243460X; (DHL)243460	E/ESCWA/RES/153(XIII)	
120346	D244688X; (DHL)244688	E/ESCWA/STAT/85/30	
120347	D244689X; (DHL)244689	E/ESCWA/STAT/85/32	
121784	D246126X; (DHL)246126	E/ESCWA/ID/85/15	http://digitallibrary.un.org/record/121784/files/E_ESCWA_ID_85_15-EN.pdf
121785	D246127X; (DHL)246127	E/ESCWA/STAT/85/25	http://digitallibrary.un.org/record/121785/files/E_ESCWA_STAT_85_25-AR.pdf
122454	D246796X; (DHL)246796	E/ESCWA/AGR/85/WG.17/L.1	http://digitallibrary.un.org/record/122454/files/E_ESCWA_AGR_85_WG.17_L.1-EN.pdf
122530	D246872X; (DHL)246872	E/ESCWA/FAO/84/WG.1/21	http://digitallibrary.un.org/record/122530/files/E_ESCWA_FAO_84_WG.1_21-EN.pdf
122993	D247335X; (DHL)247335	E/ESCWA/UNCTC/85/6	
